,modelo_celular,menor_preco,data_anuncio,tela,touchscreen,4g,3g,camera traseira,camera selfie,nfc,gravacao de video,dual chip,profundidade,formato,flash embutido,memoria interna,peso,tecnologia,android,ios,wind,brand,sem_recurso,auto rotacao,multitouch,resistente a respingos d'agua,force touch,curva,full hd,resistente a arranhoes,resistente a queda,3d,link_anuncio,cluster
135,"smartphone samsung galaxy s8 sm-g950fd desbloqueado gsm dual chip tela 5.8"" 64gb android 7.0 preto + gear s3 classic samsung preto",5494,2019,5.8,1,1,1,12.0,8.0,1,4k,1,0.8,barra,1,64.0,155.0,gsm,7.0,0.0,0.0,samsung,0,0,0,1,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-s8-sm-g950fd-desbloqueado-gsm-dual-chip-tela-5-8-64gb-android-7-0-preto-gear-s3-classic-samsung-preto/p,62
137,smartphone samsung galaxy a80 sm-a805f desbloqueado 128gb dual chip android 9.0 branco,5409,2019,6.7,1,1,1,48.0,0.0,1,4k,1,3.422811501597444,barra,1,128.0,171.99525423728812,gsm,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-a80-sm-a805f-desbloqueado-128gb-dual-chip-android-9-0-branco/p,159
139,"iphone 11 apple 256gb desbloqueado 6.1"" preto",5393,2019,6.1,1,1,1,12.0,12.0,1,4k. hd,0,0.83,barra,1,256.0,193.0,tec_not_informed,0.0,13.0,0.0,apple,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/iphone-11-apple-256gb-desbloqueado-6-1-preto/p,4
140,"iphone 11 apple 256gb desbloqueado 6.1"" verde",5393,2019,6.1,1,1,1,12.0,12.0,1,4k. hd,0,0.83,barra,1,256.0,193.0,tec_not_informed,0.0,13.0,0.0,apple,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/iphone-11-apple-256gb-desbloqueado-6-1-verde/p,4
141,smartphone samsung galaxy s10 sm-g973f/1dl desbloqueado 128gb dual chip android 9 pie branco + carregador sem fio premium afc 2 posicoes preto,5319,2019,6.1,1,1,1,16.0,10.0,1,4k,0,0.86,barra,1,128.0,157.0,tec_not_informed,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-s10-sm-g973f-1dl-desbloqueado-128gb-dual-chip-android-9-pie-branco-carregador-sem-fio-premium-afc-2-posicoes-preto/p,138
142,"iphone 11 apple 256gb desbloqueado 6.1"" amarelo",5319,2019,6.1,1,1,1,12.0,12.0,1,4k. hd,0,0.83,barra,1,256.0,193.0,tec_not_informed,0.0,13.0,0.0,apple,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/iphone-11-apple-256gb-desbloqueado-6-1-amarelo/p,4
143,smartphone samsung galaxy s10 sm-g973f desbloqueado 128gb android 9 pie preto + carregador sem fio premium afc 2 posicoes preto,5319,2019,6.1,1,1,1,16.0,10.0,1,4k,0,0.86,barra,1,128.0,157.0,tec_not_informed,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-s10-sm-g973f-desbloqueado-128gb-android-9-pie-preto-carregador-sem-fio-premium-afc-2-posicoes-preto/p,138
144,smartphone samsung galaxy s10 sm-g973f/1dl desbloqueado 128gb android 9 pie azul + carregador sem fio samsung premium afc 2 posicoes preto,5319,2019,6.1,1,1,1,16.0,10.0,1,4k,0,0.86,barra,1,128.0,157.0,tec_not_informed,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-s10-sm-g973f-1dl-desbloqueado-128gb-android-9-pie-azul-carregador-sem-fio-samsung-premium-afc-2-posicoes-preto/p,138
145,"iphone 11 apple 256gb desbloqueado 6.1"" branco",5300,2019,6.1,1,1,1,12.0,12.0,1,4k. hd,0,0.83,barra,1,256.0,193.0,tec_not_informed,0.0,13.0,0.0,apple,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/iphone-11-apple-256gb-desbloqueado-6-1-branco/p,4
146,smartphone samsung galaxy note 10+ sm-n975f/2dl 256gb desbloqueado dual chip android 9.0 prata + caixa de som bluetooth jbl clip3,5299,2019,6.8,1,1,1,12.0,10.0,1,rec_capacity_not_informed,1,0.79,barra,1,256.0,196.0,tec_not_informed,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-note-10-sm-n975f-2dl-256gb-desbloqueado-dual-chip-android-9-0-prata-caixa-de-som-bluetooth-jbl-clip3/p,45
147,"iphone 11 apple 256gb desbloqueado 6.1"" vermelho",5299,2019,6.1,1,1,1,12.0,12.0,1,4k. hd,0,0.83,barra,1,256.0,193.0,tec_not_informed,0.0,13.0,0.0,apple,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/iphone-11-apple-256gb-desbloqueado-6-1-vermelho/p,4
148,"smartphone samsung galaxy s20 sm-g980f desbloqueado dual chip 128gb android 10 cosmic gray + smart tv led 65"" samsung ru7100 ultra hd 4k",5224,2020,6.2,1,1,1,64.0,10.0,1,rec_capacity_not_informed,1,0.79,barra,1,128.0,163.0,gsm,10.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-s20-sm-g980f-desbloqueado-dual-chip-128gb-android-10-cosmic-gray-smart-tv-led-65-samsung-ru7100-ultra-hd-4k/p,52
149,"iphone xr apple 6.1"" desbloqueado 256gb branco",5200,2018,6.1,1,1,1,12.0,7.0,1,4k. hd,0,0.83,barra,1,256.0,195.0,tec_not_informed,0.0,12.0,0.0,apple,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/iphone-xr-apple-6-1-desbloqueado-256gb-branco/p,202
150,smartphone samsung galaxy s7 sm-g930f desbloqueado gsm 4g 32gb single chip android 6.0 dourado,5170,2016,5.1,1,1,1,12.0,5.0,1,4k,0,0.79,barra,1,32.0,141.7391304347826,gsm,6.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-s7-sm-g930f-desbloqueado-gsm-4g-32gb-single-chip-android-6-0-dourado/p,150
151,"iphone xs apple oled 5.8"" desbloqueado 512gb cinza espacial",5114,2018,5.8,1,1,1,12.0,7.0,1,4k. hd,0,0.77,barra,1,512.0,177.0,tec_not_informed,0.0,12.0,0.0,apple,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/iphone-xs-apple-oled-5-8-desbloqueado-64gb-cinza-espacial/p,72
152,"iphone xs apple oled 5.8"" desbloqueado 512gb 4g dourado",5114,2018,5.8,1,1,1,12.0,7.0,1,4k. hd,0,0.77,barra,1,512.0,177.0,tec_not_informed,0.0,12.0,0.0,apple,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/iphone-xs-apple-oled-5-8-desbloqueado-512gb-4g-dourado/p,72
153,"iphone xs apple oled 5.8"" desbloqueado 256gb 4g dourado",5114,2018,5.8,1,1,1,12.0,7.0,1,4k. hd,0,0.77,barra,1,256.0,177.0,tec_not_informed,0.0,12.0,0.0,apple,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/iphone-xs-apple-oled-5-8-desbloqueado-256gb-4g-dourado/p,4
154,"iphone xs apple oled 5.8"" desbloqueado 512gb 4g prata",5114,2018,5.8,1,1,1,12.0,7.0,1,4k. hd,0,0.77,barra,1,512.0,177.0,tec_not_informed,0.0,12.0,0.0,apple,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/iphone-xs-apple-oled-5-8-desbloqueado-512gb-4g-prata/p,72
155,smartphone xiaomi mi 9 desbloqueado gsm dual chip 64gb android 9.0 pie azul,5087,2019,6.39,1,1,1,48.0,12.0,1,4k,1,0.76,barra,1,64.0,173.0,gsm,9.0,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-mi-9-desbloqueado-gsm-dual-chip-64gb-android-9-0-pie-azul/p,56
157,smartphone samsung galaxy s10 sm-g973f/1dl desbloqueado 128gb dual chip android android 9 pie verde + sd 128gb,4999,2019,6.1,1,1,1,16.0,10.0,1,4k,1,0.86,barra,1,128.0,157.0,tec_not_informed,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-s10-sm-g973f-1dl-desbloqueado-128gb-dual-chip-android-android-9-pie-verde-sd-128gb/p,39
159,smartphone huawei p30 pro desbloqueado dual chip 256gb android 9 azul,4999,2019,6.47,1,1,1,40.0,32.0,1,rec_capacity_not_informed,1,0.84,barra,1,256.0,192.0,gsm,9.0,0.0,0.0,huawei,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-huawei-p30-pro-desbloqueado-dual-chip-256gb-android-9-acqua/p,46
164,"smartphone samsung galaxy m30s 6.4"" 128gb preta",4950,2020,6.4,1,1,1,0.0,0.0,0,rec_capacity_not_informed,0,3.96212962962963,barra,0,128.0,161.71428571428572,tec_not_informed,0.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-m30s-6-4-128gb-preta/p,80
166,smartphone huawei p30 pro desbloqueado dual chip 256gb android 9 preto,4899,2019,6.47,1,1,1,40.0,32.0,1,rec_capacity_not_informed,1,0.84,barra,0,256.0,192.0,gsm,9.0,0.0,0.0,huawei,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-huawei-p30-pro-desbloqueado-dual-chip-256gb-android-9-preto/p,160
167,smartphone samsung galaxy s20 sm-g980f desbloqueado dual chip 128gb android 10 cosmic gray + relogio galaxy watch active 2,4889,2020,6.2,1,1,1,64.0,10.0,1,rec_capacity_not_informed,1,0.79,barra,1,128.0,163.0,gsm,10.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-s20-sm-g980f-desbloqueado-dual-chip-128gb-android-10-cosmic-gray-relogio-galaxy-watch-active-2/p,52
168,smartphone samsung galaxy s20+ sm-g985f desbloqueado dual chip 128gb android 10 preto,4859,2020,6.7,1,1,1,12.0,10.0,1,4k,1,3.96212962962963,barra,1,128.0,161.71428571428572,tec_not_informed,10.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-s20-sm-g985f-desbloqueado-dual-chip-128gb-android-10-preto/p,39
169,smartphone samsung galaxy s20+ sm-g985f desbloqueado dual chip 128gb android 10 cinza,4859,2020,6.7,1,1,1,64.0,10.0,1,4k,1,0.78,barra,1,128.0,186.0,tec_not_informed,10.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-s20-sm-g985f-desbloqueado-dual-chip-128gb-android-10-cinza/p,64
170,smartphone samsung galaxy s20+ sm-g985f desbloqueado dual chip 128gb android 10 cloud blue,4859,2020,6.7,1,1,1,12.0,10.0,1,4k,1,0.78,barra,1,128.0,186.0,tec_not_informed,10.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-s20-sm-g985f-desbloqueado-dual-chip-128gb-android-10-cloud-blue/p,39
175,smartphone samsung galaxy note 10+ sm-n975f/2dl 256gb desbloqueado dual chip android 9.0 prata,4768,2019,6.8,1,1,1,12.0,10.0,1,rec_capacity_not_informed,1,0.79,barra,1,256.0,196.0,tec_not_informed,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-note-10-sm-n975f-2dl-256gb-desbloqueado-dual-chip-android-9-0-prata/p,45
176,"iphone 11 apple 128gb desbloqueado 6.1"" branco",4749,2019,6.1,1,1,1,12.0,12.0,1,4k. hd,0,0.83,barra,1,128.0,193.0,tec_not_informed,0.0,13.0,0.0,apple,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/iphone-11-apple-128gb-desbloqueado-6-1-branco/p,143
177,"iphone 11 apple 128gb desbloqueado 6.1"" vermelho",4749,2019,6.1,1,1,1,12.0,12.0,1,4k. hd,0,0.83,barra,1,128.0,193.0,tec_not_informed,0.0,13.0,0.0,apple,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/iphone-11-apple-128gb-desbloqueado-6-1-vermelho/p,143
178,"iphone 11 apple 128gb desbloqueado 6.1"" amarelo",4749,2019,6.1,1,1,1,12.0,12.0,1,4k. hd,0,0.83,barra,1,128.0,193.0,tec_not_informed,0.0,13.0,0.0,apple,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/iphone-11-apple-128gb-desbloqueado-6-1-amarelo/p,143
179,"iphone xs apple oled 5.8"" desbloqueado 256gb 4g cinza espacial",4742,2018,5.8,1,1,1,12.0,7.0,1,4k. hd,0,0.77,barra,1,256.0,177.0,tec_not_informed,0.0,12.0,0.0,apple,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/iphone-xs-apple-oled-5-8-desbloqueado-256gb-4g-cinza-espacial/p,4
180,smartphone huawei mate 20 desbloqueado gsm 128gb dual chip android 9.0 pie crepusculo,4702,2019,6.53,1,1,1,16.0,24.0,1,4k,1,0.83,barra,1,128.0,188.0,gsm,9.0,0.0,0.0,huawei,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-huawei-mate-20-desbloqueado-gsm-128gb-dual-chip-android-9-0-pie-crepusculo/p,214
181,smartphone xiaomi mi note 10 pro desbloqueado dual chip 256gb android 9 preto,4699,2020,6.47,1,1,1,108.0,32.0,1,rec_capacity_not_informed,1,3.96212962962963,barra,1,256.0,161.71428571428572,tec_not_informed,9.0,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-mi-note-10-pro-desbloqueado-dual-chip-256gb-android-9-preto/p,165
183,smartphone sony xperia z5 desbloqueado gsm dual chip 32gb android 5.1 ouro,4689,2017,5.5,1,1,1,23.0,5.0,1,4k,1,0.78,barra,1,32.0,180.0,gsm,5.1,0.0,0.0,sony,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-sony-xperia-z5-desbloqueado-gsm-dual-chip-32gb-android-5-1-ouro/p,82
184,smartphone huawei mate 20x desbloqueado dual chip 256gb android 9.0 pie preto,4676,2020,7.2,1,1,1,40.0,24.0,0,rec_capacity_not_informed,1,0.82,barra,0,256.0,161.71428571428572,gsm,9.0,0.0,0.0,huawei,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-huawei-mate-20x-desbloqueado-dual-chip-256gb-android-9-0-pie-preto/p,170
188,"iphone 11 apple 64gb desbloqueado 6.1"" roxo",4649,2019,6.1,1,1,1,12.0,12.0,1,4k. hd,0,0.83,barra,1,64.0,193.0,tec_not_informed,0.0,13.0,0.0,apple,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/iphone-11-apple-64gb-desbloqueado-6-1-roxo/p,143
190,smartphone honor 10 lite desbloqueado 64gb android 9 azul,4623,2019,6.21,1,1,1,13.0,24.0,0,full hd,1,0.79,barra,1,64.0,171.99525423728812,gsm,9.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-honor-10-lite-desbloqueado-64gb-android-9-azul/p,92
191,smartphone samsung galaxy s10e sm-g970f/1dl desbloqueado 128gb dual chip android 9.0 preto + carregador sem fio premium afc 2 posicoes,4619,2019,5.8,1,1,1,12.0,10.0,1,4k,1,0.79,barra,1,128.0,150.0,tec_not_informed,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-s10e-sm-g970f-1dl-desbloqueado-128gb-dual-chip-android-9-0-preto-carregador-sem-fio-premium-afc-2-posicoes/p,39
192,smartphone samsung galaxy s10e sm-g970f/1dl desbloqueado 128gb dual chip android 9.0 azul + carregador sem fio premium afc preto,4619,2019,5.8,1,1,1,12.0,10.0,1,4k,1,0.79,barra,1,128.0,150.0,tec_not_informed,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-s10e-sm-g970f-1dl-desbloqueado-128gb-dual-chip-android-9-0-azul-carregador-sem-fio-premium-afc-preto/p,39
193,smartphone samsung galaxy s10e sm-g970f/1dl desbloqueado 128gb dual chip android 9.0 branco + carregador sem fio premium afc 2 posicoes,4619,2019,5.8,1,1,1,12.0,10.0,1,4k,1,0.79,barra,1,128.0,150.0,tec_not_informed,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-s10e-sm-g970f-1dl-desbloqueado-128gb-dual-chip-android-9-0-branco-carregador-sem-fio-premium-afc-2-posicoes/p,39
195,"iphone 8 plus apple 256gb 5.5"" desbloqueado cinza espacial",4599,2017,5.5,1,1,1,12.0,7.0,1,4k. hd,0,0.75,barra,1,256.0,202.0,tec_not_informed,0.0,11.0,0.0,apple,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/iphone-8-plus-apple-256gb-5-5-desbloqueado-cinza-espacial/p,202
197,"iphone x apple 256gb 5.8"" desbloqueado cinza espacial",4599,2017,5.8,1,1,1,12.0,7.0,1,4k. hd,0,0.77,barra,1,256.0,174.0,gsm,0.0,11.0,0.0,apple,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/iphone-x-apple-256gb-5-8-desbloqueado-cinza-espacial/p,199
198,smartphone samsung note 8 sm-n950f desbloqueado gsm dual chip 128gb android 7.1 com caneta s pen,4599,2017,6.3,1,1,1,12.0,8.0,0,4k,1,9.176614173228346,barra,1,128.0,154.9047619047619,gsm,7.1,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-note-8-desbloqueado-gsm-dual-chip-128gb-android-7-1-com-caneta-s-pen/p,68
199,"iphone 7 apple 32gb desbloqueado 4g 4.7"" preto brilhante",4559,2017,4.7,1,1,1,12.0,7.0,1,4k,0,0.71,barra,1,32.0,138.0,tec_not_informed,0.0,10.0,0.0,apple,0,1,1,1,0,0,0,0,0,0,https://www.jacotei.com.br/iphone-7-apple-32gb-desbloqueado-4g-4-7-preto-brilhante/p,25
201,smartphone xiaomi mi 9 desbloqueado gsm 64gb android 9.0 pie preto,4500,2019,6.39,1,1,1,48.0,12.0,1,4k,0,0.76,barra,1,64.0,173.0,gsm,9.0,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-mi-9-desbloqueado-gsm-64gb-android-9-0-pie-preto/p,56
204,"iphone 11 apple 64gb desbloqueado 6.1"" verde",4499,2019,6.1,1,1,1,12.0,12.0,1,4k. hd,0,0.83,barra,1,64.0,193.0,tec_not_informed,0.0,13.0,0.0,apple,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/iphone-11-apple-64gb-desbloqueado-6-1-verde/p,143
205,smartphone samsung galaxy s20 sm-g980f desbloqueado dual chip 128gb android 10 cloud pink,4499,2020,6.2,1,1,1,64.0,10.0,1,rec_capacity_not_informed,1,0.79,barra,1,128.0,163.0,gsm,10.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-s20-sm-g980f-desbloqueado-dual-chip-128gb-android-10-cloud-pink/p,52
206,smartphone samsung galaxy s20 sm-g980f desbloqueado dual chip 128gb android 10 cloud blue,4499,2020,6.2,1,1,1,64.0,10.0,1,rec_capacity_not_informed,1,0.79,barra,1,128.0,163.0,gsm,10.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-s20-sm-g980f-desbloqueado-dual-chip-128gb-android-10-cloud-blue/p,52
208,smartphone samsung galaxy s20 sm-g980f desbloqueado dual chip 128gb android 10 cosmic gray,4499,2020,6.2,1,1,1,64.0,10.0,1,rec_capacity_not_informed,1,0.79,barra,1,128.0,163.0,gsm,10.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-s20-sm-g980f-desbloqueado-dual-chip-128gb-android-10-cosmic-gray/p,52
209,"iphone se apple 128gb 4.7"" 4g ios 9 branco + fone de ouvido apple airpods 2 com estojo de recarga",4498,2020,4.7,1,1,1,12.0,7.0,1,4k,0,7.6,barra,1,128.0,113.0,gsm,0.0,9.0,0.0,apple,0,1,1,0,0,0,1,0,0,0,https://www.jacotei.com.br/iphone-se-apple-128gb-4-7-4g-ios-9-branco-fone-de-ouvido-apple-airpods-2-com-estojo-de-recarga/p,91
210,"iphone se apple 128gb 4.7"" 4g ios 9 preto + fone de ouvido apple airpods 2 com estojo de recarga",4498,2020,4.7,1,1,1,12.0,7.0,1,4k,0,7.6,barra,1,128.0,113.0,gsm,0.0,9.0,0.0,apple,0,1,1,0,0,0,1,0,0,0,https://www.jacotei.com.br/iphone-se-apple-128gb-4-7-4g-ios-9-preto-fone-de-ouvido-apple-airpods-2-com-estojo-de-recarga/p,91
218,"iphone 11 apple 128gb desbloqueado 6.1"" preto",4463,2019,6.1,1,1,1,12.0,12.0,1,4k. hd,0,0.83,barra,1,128.0,193.0,tec_not_informed,0.0,13.0,0.0,apple,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/iphone-11-apple-128gb-desbloqueado-6-1-preto/p,143
219,"iphone 11 apple 128gb desbloqueado 6.1"" verde",4463,2019,6.1,1,1,1,12.0,12.0,1,4k. hd,0,0.83,barra,1,128.0,193.0,tec_not_informed,0.0,13.0,0.0,apple,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/iphone-11-apple-128gb-desbloqueado-6-1-verde/p,143
220,"iphone x apple 64gb 5.8"" desbloqueado prata",4450,2017,5.8,1,1,1,12.0,7.0,1,4k. hd,0,0.77,barra,1,64.0,174.0,gsm,0.0,11.0,0.0,apple,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/iphone-x-apple-64gb-5-8-desbloqueado-prata/p,69
221,smartphone samsung galaxy a80 sm-a805f desbloqueado 128gb dual chip android 9.0 rose,4378,2019,6.7,1,1,1,48.0,0.0,1,4k,1,0.93,barra,1,128.0,220.0,gsm,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-a80-sm-a805f-desbloqueado-128gb-dual-chip-android-9-0-rose/p,159
224,smartphone huawei p30 pro desbloqueado dual chip 256gb android 9 laranja,4350,2019,6.47,1,1,1,40.0,32.0,1,rec_capacity_not_informed,1,0.84,barra,1,256.0,192.0,gsm,9.0,0.0,0.0,huawei,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-huawei-p30-pro-desbloqueado-dual-chip-256gb-android-9-laranja/p,46
225,smartphone huawei p30 pro desbloqueado dual chip 128gb android 9 azul,4350,2019,6.47,1,1,1,40.0,32.0,1,rec_capacity_not_informed,1,0.84,barra,0,128.0,192.0,gsm,9.0,0.0,0.0,huawei,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-huawei-p30-pro-desbloqueado-dual-chip-128gb-android-9-azul/p,160
226,"iphone se apple 256gb 4.7"" 4g ios 9 vermelho",4299,2020,4.7,1,1,1,12.0,7.0,1,4k,0,7.6,barra,1,256.0,113.0,gsm,0.0,9.0,0.0,apple,0,1,1,0,0,0,1,0,0,0,https://www.jacotei.com.br/iphone-se-apple-256gb-4-7-4g-ios-9-vermelho/p,2
227,"iphone se apple 256gb 4.7"" 4g ios 9 branco",4299,2020,4.7,1,1,1,12.0,7.0,1,4k,0,7.6,barra,1,256.0,113.0,gsm,0.0,9.0,0.0,apple,0,1,1,0,0,0,1,0,0,0,https://www.jacotei.com.br/iphone-se-apple-256gb-4-7-4g-ios-9-branco/p,2
228,"iphone se apple 256gb 4.7"" 4g ios 9 preto",4299,2020,4.7,1,1,1,12.0,7.0,1,4k,0,7.6,barra,1,256.0,113.0,gsm,0.0,9.0,0.0,apple,0,1,1,0,0,0,1,0,0,0,https://www.jacotei.com.br/iphone-se-apple-256gb-4-7-4g-ios-9-preto/p,2
229,"iphone 7 plus apple 128gb desbloqueado 4g 5.5"" dourado",4299,2016,5.5,1,1,1,12.0,7.0,1,4k,0,0.73,barra,1,128.0,188.0,tec_not_informed,0.0,10.0,0.0,apple,0,1,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/iphone-7-plus-apple-128gb-desbloqueado-4g-5-5-dourado/p,29
230,"iphone 11 apple 64gb desbloqueado 6.1"" amarelo",4299,2019,6.1,1,1,1,12.0,12.0,1,4k. hd,0,0.83,barra,1,64.0,193.0,tec_not_informed,0.0,13.0,0.0,apple,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/iphone-11-apple-64gb-desbloqueado-6-1-amarelo/p,143
231,celular lg v35 thinq desbloqueado 128gb android 8.0 preto,4293,2019,6.0,1,1,1,16.0,8.0,1,rec_capacity_not_informed,0,0.73,barra,1,128.0,157.0,gsm,8.0,0.0,0.0,lg,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/celular-lg-v35-thinq-desbloqueado-128gb-android-8-0-preto/p,151
235,smartphone samsung galaxy note 8 dual chip desbloqueado gsm 128gb android 7.1 cinza,4199,2018,6.3,1,1,1,12.0,8.0,1,4k,1,0.86,barra,1,128.0,195.0,gsm,7.1,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-note-8-dual-chip-desbloqueado-gsm-128gb-android-7-1-cinza/p,5
236,smartphone samsung galaxy note 10+ sm-n975f/2dl 256gb desbloqueado dual chip android 9.0 preto,4199,2019,6.8,1,1,1,12.0,10.0,1,rec_capacity_not_informed,1,0.79,barra,1,256.0,196.0,tec_not_informed,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-note-10-sm-n975f-2dl-256gb-desbloqueado-dual-chip-android-9-0-preto/p,45
238,"iphone se apple 64gb 4.7"" 4g ios 9 preto + fone de ouvido apple airpods 2 com estojo de recarga",4198,2020,4.7,1,1,1,12.0,7.0,1,4k,0,7.6,barra,1,64.0,113.0,gsm,0.0,9.0,0.0,apple,0,1,1,0,0,0,1,0,0,0,https://www.jacotei.com.br/iphone-se-apple-64gb-4-7-4g-ios-9-preto-fone-de-ouvido-apple-airpods-2-com-estojo-de-recarga/p,91
239,"iphone se apple 64gb 4"" 4g ios 9 branco + fone de ouvido apple airpods 2 com estojo de recarga",4198,2020,4.0,1,1,1,12.0,1.2,1,4k,0,7.6,barra,1,64.0,113.0,gsm,0.0,9.0,0.0,apple,0,1,1,0,0,0,1,0,0,0,https://www.jacotei.com.br/iphone-se-apple-64gb-4-4g-ios-9-branco-fone-de-ouvido-apple-airpods-2-com-estojo-de-recarga/p,91
242,"iphone xr apple 6.1"" desbloqueado 128gb coral",4139,2018,6.1,1,1,1,12.0,7.0,1,4k. hd,0,0.83,barra,1,128.0,195.0,tec_not_informed,0.0,12.0,0.0,apple,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/iphone-xr-apple-6-1-desbloqueado-128gb-coral/p,162
